domain_len,sld_len,subdomain_len,label_count,max_label_len,avg_label_len,total_label_ratio,per_label_ratio,digit_ratio,upper_ratio,hyphen_ratio,alpha_ratio,sld_digit_ratio,sld_alpha_ratio,entropy_full,entropy_sld,entropy_subdomain,bigram_entropy_sld,trigram_entropy_sld,bigram_entropy_full,consonant_vowel_ratio,longest_consonant_run,has_meaningful_word,unique_char_ratio,is_common_tld,is_suspicious_tld,tld_len,has_subdomain,subdomain_count,has_digits,numeric_percentage
7.0,4.0,0.0,2.0,4.0,3.0,0.02766798418972332,0.06349206349206349,0.0,0.0,0.0,0.9999999998333333,0.0,0.99999999975,2.584962500721156,2.0,0.0,1.584962500721156,1.0,2.321928094887362,2.9999999969999998,3.0,0.0,0.99999999975,1.0,0.0,2.0,0.0,0.0,0.0,0.0
9.0,6.0,0.0,2.0,6.0,4.0,0.03557312252964427,0.09523809523809523,0.0,0.0,0.0,0.999999999875,0.0,0.9999999998333333,2.75,2.584962500721156,0.0,2.321928094887362,2.0,2.8073549220576037,1.999999999,3.0,0.0,0.9999999998333333,1.0,0.0,2.0,0.0,0.0,0.0,0.0
19.0,15.0,0.0,2.0,15.0,9.0,0.07509881422924901,0.23809523809523808,0.0,0.0,0.0,0.9999999999444444,0.0,0.9999999999333333,3.155221528859512,3.056564762130954,0.0,3.807354922057604,3.7004397181410926,3.9698157824268097,1.49999999975,2.0,0.0,0.59999999996,1.0,0.0,3.0,0.0,0.0,0.0,0.0
10.0,6.0,0.0,2.0,6.0,4.5,0.039525691699604744,0.09523809523809523,0.0,0.0,0.0,0.9999999998888889,0.0,0.9999999998333333,2.725480556997868,1.9182958340544896,0.0,1.9219280948873623,2.0,2.75,1.999999999,2.0,0.0,0.6666666665555555,1.0,0.0,3.0,0.0,0.0,0.0,0.0
25.0,9.0,11.0,3.0,11.0,7.666666666666667,0.09881422924901186,0.1746031746031746,0.0,0.0,0.0,0.9999999999565218,0.0,0.9999999998888889,3.8279097821439696,2.725480556997868,2.913977073182752,3.0,2.8073549220576037,4.459431618637297,3.49999999825,4.0,0.0,0.777777777691358,1.0,0.0,3.0,1.0,1.0,0.0,0.0
17.0,13.0,0.0,2.0,13.0,8.0,0.06719367588932806,0.20634920634920634,0.0,0.0,0.0,0.9999999999375,0.0,0.9999999999230769,3.75,3.3927474104487847,0.0,3.584962500721156,3.4594316186372973,3.906890595608519,1.59999999968,4.0,0.0,0.8461538460887574,1.0,0.0,3.0,0.0,0.0,0.0,0.0
10.0,7.0,0.0,2.0,7.0,4.5,0.039525691699604744,0.1111111111111111,0.0,0.0,0.0,0.9999999998888889,0.0,0.9999999998571428,2.725480556997868,2.521640636343318,0.0,2.584962500721156,2.321928094887362,3.0,1.3333333328888888,2.0,0.0,0.8571428570204082,0.0,0.0,2.0,0.0,0.0,0.0,0.0
9.0,6.0,0.0,2.0,6.0,4.0,0.03557312252964427,0.09523809523809523,0.0,0.0,0.0,0.999999999875,0.0,0.9999999998333333,3.0,2.584962500721156,0.0,2.321928094887362,2.0,2.8073549220576037,1.999999999,2.0,0.0,0.9999999998333333,1.0,0.0,2.0,0.0,0.0,0.0,0.0
28.0,24.0,0.0,2.0,24.0,13.5,0.11067193675889328,0.38095238095238093,0.0,0.0,0.11111111110699588,0.8888888888559671,0.0,0.8749999999635417,3.7541634277688805,3.6572682296173893,0.0,4.523561956057013,4.459431618637297,4.700439718141092,1.9999999997142857,3.0,0.0,0.5833333333090278,1.0,0.0,3.0,0.0,0.0,0.0,0.0
19.0,9.0,5.0,3.0,9.0,5.666666666666667,0.07509881422924901,0.14285714285714285,0.0,0.0,0.0,0.9999999999411765,0.0,0.9999999998888889,3.616874605956222,2.725480556997868,1.9219280948873623,3.0,2.8073549220576037,4.0,3.49999999825,4.0,0.0,0.777777777691358,1.0,0.0,3.0,1.0,1.0,0.0,0.0
23.0,3.0,16.0,3.0,16.0,7.0,0.09090909090909091,0.25396825396825395,0.0,0.0,0.0,0.999999999952381,0.0,0.9999999996666666,3.141619208183979,1.584962500721156,2.6556390622295662,1.0,-0.0,3.8841837197791893,1.9999999979999998,1.0,0.0,0.9999999996666666,0.0,0.0,2.0,1.0,1.0,0.0,0.0
